,Ingredients,Cuisine
542,"1 tbsp olive oil 4 shallots, chopped 1 clove garlic, chopped 1 tsp mild curry powder 250g/8oz basmati or long grain rice, cooked and drained 500g/1lb 2oz salmon or smoked haddock, cooked, skinned and flaked 150ml/¼ pint double cream salt and freshly ground black pepper 3 free-range eggs, hard-boiled, cut into quarters small handful fresh coriander, to garnish ",7
543,"3-4 tbsp vegetable oil 150g/5oz streaky bacon, roughly chopped 8 good-quality Lincolnshire or Cumberland sausages 1 onion, chopped 2 garlic cloves, finely chopped 1 carrot, chopped 1 celery stalk, trimmed, diced 2 x 400g tins butter beans, drained 100ml/3½fl oz white wine vinegar 50g/1¾oz caster sugar 100ml/3½fl oz dry white wine 400ml/14fl oz hot chicken stock 2 bay leaves ½ small Savoy cabbage, root removed, leaves separated and washed small handful fresh flatleaf parsley 50g/1¾oz Parmesan 50g/1¾oz pine nuts ½ garlic clove, grated 150ml/5fl oz olive oil, plus extra for drizzling 2-3 slices white bread 1 unwaxed lemon, zest only salt and freshly ground black pepper ",7
544,"650g/1lb 7oz frozen ready-made potato rostis or hash browns 100g/3½oz frozen chopped onion (or 1 medium onion, finely chopped)  500g/1lb 2oz frozen lamb mince 1 tbsp medium curry powder 2 tbsp plain flour 1 x 400g tin chopped tomatoes 2 tbsp tomato purée  150ml/5fl oz just-boiled water ½ tsp dried mixed herbs 1 lamb stock cube 200g/7oz frozen mixed vegetables handful chopped fresh coriander leaves, to garnish (optional) salt and freshly ground black pepper ",7
545,"50g/2oz butter 100g/4oz light muscovado sugar 148ml carton double cream 1 tbsp maple syrup 200g/7oz madeira cake 1 banana cream or custard, to serve ",7
546,"300g/10½oz cherry tomatoes 2 tsp caster sugar salt and freshly ground black pepper, to taste 25ml/1fl oz olive oil ",7
547,"1 wild rabbit, cut into serving pieces seasoned flour, for dusting  2 tbsp vegetable oil 150g/5½oz pancetta  1 large onion, chopped 1 garlic clove, finely chopped 1 small fennel bulb, sliced into 5mm/¼in thick slices 600ml/1 pint white wine 1 tbsp tomato purée 1 sprig rosemary 2 tbsp pearl barley ",7
548,"200g/7oz ready-to-eat prunes, stones removed 6 tbsp brandy 50g/1¾oz butter 1 tbsp vegetable oil 2 rabbits, each skinned and jointed into 6 pieces 8 streaky bacon rashers, cut into 2cm/¾in pieces 2 large long shallots, sliced lengthways 2 tbsp plain flour 200ml/7fl oz dry white wine or cider 500ml/18fl oz chicken stock 1 tbsp Dijon mustard 2 tsp wholegrain mustard 1 bay leaf 1 small bunch fresh thyme 100ml/3½fl oz double cream sea salt and freshly ground black pepper 2 tbsp chopped flatleaf parsley, to garnish French bread or Gruyère croutons, to serve ",7
549,"2 rabbits, jointed 6 tbsp olive oil 4 garlic cloves, crushed 1 sprig fresh rosemary  2 bay leaves 568ml/1 pint dry white wine ½ lemon, juice only 55g/2oz seasoned flour 1 onion, sliced 1 celery stalk, sliced 8 anchovy fillets in oil 85g/3oz capers ",7
550,"½ large swede 50g/1¾oz butter 1 tbsp rapeseed oil 568ml/1 pint chicken stock 2 racks of venison (six bones per rack) 2 tbsp rapeseed oil ½ carrot, chopped ½ onion, chopped ½ stick celery, chopped few sage leaves and stalks 568ml/1 pint chicken stock salt and pepper 50g/1¾oz butter 4 juniper berries, crushed 1 glass red wine 1 tbsp redcurrant jelly ½ large green cabbage, shredded as finely as possible 1 garlic clove, sliced 3mm/1/8in disc of fresh root ginger, julienned small piece red chilli, julienned 1 tbsp rapeseed oil 1 tbsp white wine vinegar salt 2 tbsp chopped parsley ",7
551,"6 large free-range eggs 450g/1lb pork sausage meat 1 tbsp chopped fresh thyme leaves 1 lemon, finely grated zest only 4 pickled walnuts, drained and dried with kitchen paper 500g/1lb 2oz chicken breasts, skin removed, sliced into long strips 1 x 200g/7oz piece gammon steak, rind removed, sliced into long strips salt and freshly ground black pepper 250g/9oz plain flour, plus extra for dusting  100g/3½oz lard, plus extra for greasing pinch salt 1 free-range egg, beaten, for glazing ",7
552,"2 banana shallots, finely chopped  2 garlic cloves, crushed 700g/1lb 9oz mixed, boned, diced game meat, such as venison, rabbit, pheasant, pigeon and boar 200g/7oz minced pork belly 200g/7oz back bacon, rind removed, diced 2 tbsp Madeira wine ½ tsp ground mace ½ tsp ground allspice 2 tbsp chopped parsley  2 tbsp chopped thyme  salt and white pepper 450g/1lb plain flour 100g/3½oz strong white bread flour 75g/2½oz cold, unsalted butter, cut into roughly 1cm/½in dice ½ tsp salt 100g/3½oz lard, plus extra for greasing 1 free-range egg yolk, beaten, to glaze ",7
553,"300g/10½oz good-quality sausages, such as Lincolnshire, skins removed  300g/10½oz pork mince 150g/5½oz cooked ham hock, cut into roughly 1.5cm/½in pieces 2 banana shallots, finely chopped 3 tbsp chopped fresh parsley  4 hard-boiled eggs, shelled salt and white pepper 450g/1lb plain flour, plus extra for dusting 100g/3½oz strong white flour 75g/2½oz unsalted butter, chilled and cut into 1cm/½in cubes ½ tsp salt 100g/3½oz lard, plus extra for greasing 1 free-range egg yolk, beaten  ",7
554,"150g/5½oz plain flour, sifted, plus extra for dusting 150g/5½oz self-raising flour, sifted 2 tsp baking powder 125g/4½oz butter 1 lemon, zest only 120g/4oz mixed dried fruit (such as currants, sultanas and raisins) ½ tsp mixed spice 1 large free-range egg 50ml/2fl oz milk  1 free-range egg, beaten with a little milk 90g/3¼oz caster sugar 50g/1¾oz mixed candied peel glacé cherries, halved, to garnish blanched almonds, to garnish butter or clotted cream, to serve ",7
555,"10 boudoir (sponge) biscuits 2 x 250g/9oz punnets of cherries, stoned 5 tbsp cherry brandy or crème de cassis 2 x 125g raspberries, washed 4 meringue nests, crushed 1 litre/1¾ pint ready-made custard 400ml/13fl oz double cream, lightly whipped 110g/4oz dark chocolate, grated 55g/2oz toasted flaked almonds ",7
556,"250ml/9fl oz full-fat milk 250ml/9fl oz double cream 1 vanilla pod, split in half lengthways, seeds scraped out using a sharp knife 110g/3¾oz caster sugar 6 free-range egg yolks 25g/1oz unsalted butter, melted, plus extra for greasing 175g/6oz plain flour, plus extra for dusting 6 free-range eggs 175g/6oz caster sugar 25g/1oz pistachio paste (available online or from specialist retailers) 900g/2lb fresh raspberries, plus extra to serve 25g/1oz flaked almonds 500ml/1lb 2oz double cream 3 tbsp icing sugar, sifted 125ml/4fl oz kirsch 40g/1½oz shelled pistachio nuts, roughly chopped ",7
557,"6 ready-made trifle sponges 200ml/7fl oz dry sherry 250g/9oz frozen raspberries 1 x 75g sachet custard powder (or make homemade custard) 275ml/10fl oz double cream 50g/1¾oz caster sugar 50g/1¾oz flaked almonds, toasted  150g/5½ oz fresh raspberries, to garnish ",7
558,"12g/½oz fresh basil  90g/3¼oz golden caster sugar  3 free-range eggs, yolks only 300ml/½ pint full-fat milk  300ml/½ pint double cream 30ml/2 tbsp crème de framboise liqueur 85g/3oz golden caster sugar 85g/3oz light brown sugar  175g/6oz lightly salted butter, softened 3 large free-range eggs 170g/5 2/3oz self-raising flour  1 tsp vanilla extract  85g/3oz frozen raspberries 85g/3oz white chocolate chips  300g/10½oz frozen raspberries  50ml/2fl oz crème de framboise liqueur 4 tbsp icing sugar ",7
559,"butter, for greasing 300g/10½oz packet waffles, cut into 2.5cm/1in squares 300g/10½oz raspberries 150g/½oz white chocolate, cut into 0.5cm/¼in cubes 500ml/18fl oz crème fraîche or soured cream 55g/2oz caster sugar 1 tbsp plain flour ½ tsp vanilla extract 3 free-range eggs, beaten 2 tbsp icing sugar  ",7
560,"flour, for dusting 500g/1lb 2oz packet ready-made puff pastry 4-5 tbsp seedless raspberry jam 150g/5oz fresh raspberries 100g/3½oz unsalted butter, plus extra for greasing 100g/3½oz caster sugar 5 free-range eggs 150g/5oz ground almonds a few drops almond essence icing sugar, for dusting clotted cream, to serve ",7
561,"600ml/1 pint 1fl oz double cream 600ml/1 pint 1fl oz full-fat milk 1 vanilla pod, split, seeds scraped out with a knife 10 large free-range egg yolks 225g/½lb caster sugar 500g/1lb 2oz fresh raspberries or blackcurrants, rinsed 50g/2oz caster sugar 3 tbsp water ",7
562,"125g/4½oz unsalted butter, softened 40g/1¾oz caster sugar 1 tsp finely grated orange zest 170g/6oz plain flour 40g/1¾oz blanched best-quality almonds, freshly ground (quite fine but still with some texture) 40g/1¾oz toasted white breadcrumbs (see note above)  250ml/9fl oz double cream  a large bowl of raspberries a small bowl of caster sugar a little icing sugar, for sifting ",7
563,"250g/9oz butter, at room temperature, plus extra for greasing 250g/9oz caster sugar pinch salt 5 free-range eggs 1 tsp vanilla extract or ½ tsp vanilla bean paste 250g/9oz self-raising flour, plus extra for dusting 700g/1lb 9oz raspberries 500g/1lb 2oz  jam sugar ½ lemon, juice only 500ml/18fl oz double cream 4 tbsp icing sugar ",7
564,bunch of mint pinch salt 4 tbsp boiling water 4 tbsp white wine vinegar  1 level tbsp caster sugar ,7
565,"570ml/1 pint milk  55ml/2fl oz single cream  1 vanilla pod or ½ tsp vanilla extract  4 free-range eggs, yolks only  30g/1oz caster sugar  2 level tsp cornflour ",7
566,"500ml/17fl oz double cream  1 vanilla pod, split  100g/3½oz caster sugar  150ml/5fl oz water  4 eggs, yolks only ",7
567,"475g/1lb 1oz undyed smoked haddock fillet, cut in half 2 bay leaves 200g/7oz basmati rice, rinsed in cold water and drained 4 free-range eggs 100g/3½ frozen peas (optional) 40g/1½oz butter 1 tbsp sunflower oil 1 onion, finely chopped 1 heaped tbsp medium curry powder 3 tbsp double cream 3 tbsp chopped fresh parsley ½ lemon, juiced freshly ground black pepper ",7
568,"250g/9oz unsalted butter 100g/3½oz caster sugar 250g/9oz plain flour, plus extra for dusting 125g/4½oz cornflour pinch of salt 100g/3½oz raspberry jam 150g/5½oz unsalted butter, softened 200g/7oz icing sugar  2 tsp single cream or full-fat milk ½ tsp vanilla extract 48 edible candy eyes ",7
569,"4 x 15cm/6in circle of puff pastry, rolled to 5mm thick 4 red onions, halved then sliced 1 tbsp of olive oil  12 cherry tomatoes, halved  1 garlic clove sprig of thyme  2cm/½in cube of butter 1 tbsp of balsamic vinegar 2 tbsp cane sugar 4 small goats' cheeses, soft ",7
570,"250g/9oz plain flour, plus extra for rolling 150g/5½oz cold butter, cut into cubes 1 medium free-range egg, beaten with 1 tbsp cold water 3 medium free-range eggs 2 medium free-range egg yolks 100g/3½oz caster sugar 300ml/10fl oz whole milk 300ml/10fl oz double cream, plus extra to pour 1 vanilla pod, split lengthways and seeds scraped out 65g/2¼oz caster sugar, plus extra to taste 400-500g/14oz-17oz rhubarb (preferably forced rhubarb), trimmed  ",7
571,"1.5kg/3lb 4oz boned-out ready-stuffed saddle of hogget  salt and freshly ground black pepper 1 tbsp olive oil 1 onion, roughly chopped 900g/2lb King Edward potatoes, peeled and sliced thinly 50g/2oz butter salt and freshly ground black pepper pinch of freshly grated nutmeg 300ml/10½fl oz double cream  300ml/10½fl oz full-fat milk  6 parsnips, peeled and cut into chunks 2 tbsp olive oil salt and freshly ground black pepper 1 bunch fresh mint, leaves only pinch of salt 1 tbsp caster sugar 4 tbsp boiling water 4 tbsp white wine vinegar ",7
572,"4 large Bramley cooking apples, de-cored and scored 55g/2oz white breadcrumbs 225g/8oz onions 30g/1oz butter 1 tsp fresh parsley, chopped 1 tsp fresh sage, chopped salt and freshly ground black pepper ",7
573,"1 onion, peeled and finely chopped 1 tbsp vegetable oil 1 tbsp fresh sage, finely chopped 80g/3oz fresh white breadcrumbs salt and pepper 1 egg, beaten ",7
574,"150ml/5fl oz whole milk, plus extra for glazing 400g/14oz strong white flour, plus extra for kneading 7g/¼oz sachet fast-action dried yeast 1 tsp caster sugar 1 tsp fine sea salt 15g/½oz butter 1 tbsp sunflower oil, plus extra for greasing 1 large onion, peeled and chopped 1 garlic clove, crushed 15-20 sage leaves, chopped, plus extra for garnish freshly ground black pepper ",7
575,"knob of butter, plus extra for greasing 1 onion (or ½ large onion), finely chopped 375g-400g/13-14oz sausage meat 3 large sage leaves, finely chopped 80g/2¾oz fresh breadcrumbs  salt and freshly ground black pepper ",7
576,"600g/1lb 5oz salmon fillet, skin on 600g/1lb 5oz cod fillet, skin on  boiling water salt and freshly ground black pepper dash white wine vinegar 4 big floury potatoes, cooked and mashed with skin 2 medium red onions, finely diced 3 long, red chillies, seeded and chopped 2 handfuls chopped parsley 2 handfuls chopped coriander 2 lemons, juice only and zest of 1 flour, for dusting 100g/3½oz butter 200ml/7fl oz oil 50g/2oz white breadcrumbs 1½ tbsp of red wine vinegar basil, small bunch flat-leaved parsley, small bunch 3 garlic cloves, chopped ½ tsp salt and freshly ground black pepper 120ml/4fl oz olive oil 6 anchovy fillets, roughly chopped 1 tbsp salted capers, rinsed 2 eggs ",7
577,"350g/12oz smoked, undyed haddock fillets 225g/8oz salmon milk, for poaching the haddock (seasoned with ½ onion, 1 sliced carrot, 1 bay leaf, 4 peppercorns and 2 cloves) 350g/12oz dry mashed potatoes 115g/4oz melted butter 2 small onions, finely diced and sweated in butter 3 tsp anchovy essence 4 hard-boiled eggs, chopped 3 tbsp chopped parsley 2 tbsp chopped dill salt and freshly ground black pepper flour, for coating egg, beaten, for dipping breadcrumbs from white or brown bread 85g/3oz butter, for frying 15g/1oz unsalted butter 450g/1lb spinach, washed 475ml/¾ pint fish stock handful of sorrel, washed and wilted in butter and finely chopped, following instructions for spinach 150ml/¼ pint cream ",7
578,"250g/9oz plain flour, sifted ½ tsp salt 1 tbsp toasted sesame seeds 150g/5½oz butter, softened 2 free-range eggs, lightly beaten 400g/14oz salmon fillets, skinned sea salt and freshly ground black pepper 1 tbsp soy sauce 3 free-range eggs 300ml/10fl oz double cream 2 pak choi, sliced in half lengthways ",7
579,"1 free-range egg yolk 1 tsp English mustard 2 tsp clear honey 2 tbsp cider vinegar 150ml/5fl oz vegetable oil 1 banana shallot, finely chopped 1 garlic clove, finely chopped 2 tbsp finely chopped fresh flatleaf parsley leaves 1 tbsp finely chopped fresh mint leaves 1 tbsp finely chopped fresh basil leaves 1 tbsp finely chopped fresh thyme leaves salt and freshly ground black pepper 40g/1½oz butter, for greasing 200g/7oz salmon fillet, cut lengthways into 8 thin slices 1 shallot, finely sliced 5 tbsp vermouth 5 tbsp white wine 150ml/5fl oz double cream 75g/2½oz fresh sorrel leaves, de-veined, very finely sliced 1 bag green salad leaves, to serve ",7
580,"200g/7oz plain flour, plus extra for dusting  100g/3½oz butter, cut into small pieces, plus extra for greasing 1 free-range egg yolk  a little water 400g/14oz salmon fillet a little butter or groundnut oil salt and black pepper 2 large handfuls watercress 4 free-range eggs 400ml/14fl oz double cream ",7
581,"6 salmon fillets knob of butter 6 slices lemon 75g/2¾oz butter, melted ½ lemon, juice only 2 tsp plain flour 300ml/½ pint half-fat crème frâiche 1 free-range egg, yolk only sea salt and freshly ground black pepper 25g/1oz sorrel, finely chopped 25g/1oz spinach, finely chopped ",7
582,"6 quails’ eggs 200g/7oz asparagus tips, woody ends removed 200g/7oz smoked salmon slices lamb’s lettuce, to serve celery salt, for sprinkling lemon wedges, to serve 2 tbsp chopped tarragon leaves 1 tsp Dijon mustard 1 tsp light muscovado sugar 1 tbsp lemon juice 6 tbsp olive oil salt and freshly ground black pepper ",7
583,"4 x 225g/8oz salt marsh lamb rump steaks 2 tbsp olive oil  110g/4oz unsalted butter 200g/7oz rock samphire 175g/6oz young broad beans, removed from their pods, peeled salt and freshly ground black pepper 1 banana shallot, finely diced 1 garlic clove, finely chopped 3 tbsp flatleaf parsley, roughly chopped 2 tbsp balsamic vinegar 2 tbsp strong lamb or veal stock ",7
584,"175g/6oz unsalted butter 75g/2½ oz caster sugar 1 vanilla pod, split and seeds scraped out  225g/8oz plain flour 200g/7oz unsalted butter 1 x 397g/14oz can condensed milk 4 tbsp golden syrup 1 tsp sea salt  350g/12oz milk chocolate  ",7
585,"2 tbsp butter, for greasing 175g/6oz plain flour 25g/1oz cornflour 50g/2oz golden caster sugar 85g/3oz finely chopped toasted almonds 140g/5oz unsalted butter 1 vanilla pod, seeds scraped out 225g/8oz golden caster sugar 100ml/3½fl oz water  150ml/5fl oz single cream 50g/2oz butter, cubed ½ tsp salt 225g/9oz dark chocolate, 70 per cent cocoa solids  85g/3oz butter ",7
586,"1 tbsp sunflower oil 12 good-quality pork sausages  2 medium onions, chopped 2 celery sticks, trimmed and thinly sliced 3 medium carrots, peeled and thickly sliced 500ml/18fl oz India pale ale ½ beef stock cube 2 tbsp tomato purée 2 tbsp light muscovado sugar 1 bay leaf splash Worcestershire sauce 2 medium leeks, trimmed and cut into 2cm/1in slices 1 tbsp cornflour 1 tsp flaked sea salt, plus extra to season freshly ground black pepper fresh parsley, chopped, to garnish  ",7
587,"2 tbsp olive oil 2 pork sausages  150g/5oz small button mushrooms 2 rashers smoked back bacon, roughly chopped 1 smoked garlic clove, roughly chopped 1 large leek, sliced 4 tomatoes, peeled and chopped 4 tsp tomato purée  570ml/1 pint beef stock  1 x 400g/14oz can cannellini beans, drained ½ x 400g/14oz can kidney beans, drained 1 small head broccoli, cut into florets 1 small baguette, thinly sliced 40g/2oz medium strength cheddar handful parsley, chopped, to garnish ",7
588,"8 sausages  2 onions, sliced  ½ tsp dried mixed herbs  ½ tsp English mustard  600ml/20fl oz stock (ideally beef, although chicken or vegetable is fine) salt and black pepper  2 tsp softened butter  2 tsp plain flour  900g/2lb potatoes, peeled and chopped into equally sized cubes 50g/1¾oz butter  100ml/3½fl oz milk  300g/10½oz frozen peas ",7
589,"8 meaty pork sausages English mustard to serve 700g/1½lb onions, sliced thinly pinch sugar 2 tbsp sunflower oil 25g/1oz butter 1 tsp plain flour 600ml/1 pint brown ale 600ml/1 pint fresh beef stock ½ star anise 2 cloves 2 fresh bay leaves 900g/2lb floury main crop potatoes, peeled and cut into chunks 55g/2oz butter 2-3 tbsp milk salt and freshly ground black pepper ",7
590,"125ml/4fl oz cold water 250g/8oz plain flour 2 tsp lemon juice 100g/3½oz cold butter, cut into 1cm/½in cubes  50g/1¾ oz cold lard, cut into 1cm/½in cubes 300g/10½oz sausage meat 1 tsp salt ½ tsp chilli flakes 1 orange, grated zest only small bunch sage, finely chopped 1 free-range egg, beaten 200g/7oz cranberry sauce, to serve ",7
591,"30g/1oz butter 100g/3½oz button mushrooms, finely chopped  1 tbsp Worcestershire sauce 1 tbsp Tabasco sauce 1 tbsp dried thyme 450g/1lb sausage meat (you can easily push the meat out from the skins of readymade sausages) salt and freshly ground black pepper  450g/1lb ready-rolled puff pastry 1 free-range egg, beaten ",7
592,"1kg/2lb 4oz mixed vegetables (1 cauliflower, plus green beans, cucumber and baby silver skin onions) 50g/1¾oz fine salt 30g/1oz cornflour 10g/⅓oz ground turmeric 10g/⅓oz English mustard powder 15g/½oz yellow mustard seeds 1 tsp crushed cumin seeds 1 tsp crushed coriander seeds 600ml/20fl oz cider vinegar 150g/5½oz granulated sugar 50g/1¾oz honey 1 large potato, peeled and diced				 500g/1lb 2oz sausage meat 500g/1lb 2oz pork mince ¼ bunch thyme leaves small handful parsley, chopped few leaves of sage, finely chopped 1 medium onion, peeled and diced 3 tbsp tomato ketchup  3 tbsp brown sauce 1 tbsp Worcestershire sauce or soy sauce grated nutmeg freshly milled white pepper 1 packet ready-rolled all-butter best-quality puff pastry 2 egg yolks sea salt ",7
593,"125g/4½oz plain flour, plus extra for dusting 125g/4½oz strong white flour ½ tsp salt 225g/8oz salted butter  1 free-range egg, beaten, for brushing 2–3 tbsp sesame seeds, to decorate 1 medium red onion, thinly sliced 1 tbsp olive oil 1 tbsp cranberry sauce 1 tbsp balsalmic vinegar pinch salt 1 x 450g/1lb sausagemeat ½ tsp nutmeg 1 red onion, finely grated 2 garlic cloves 2 tsp finely chopped fresh thyme 1 small braeburn apple, grated 1 chicken stock cube salt  freshly ground black pepper ",7
594,"400g/14oz puff pastry or rough puff pastry 450g/1lb sausagemeat salt and white pepper 1 tbsp thyme leaves 60g/2¼oz pickle 1 free-range egg, lightly beaten ",7
595,"50g/2oz butter 8 shallots, roughly chopped 50ml/2fl oz chicken stock 2 sprigs fresh thyme 50g/2oz blue cheese 5oz/150g potatoes, peeled, boiled and passed through a potato ricer 2 tsp double cream vegetable or sunflower oil, for deep-frying 3oz/200g plain flour 2 free-range egg yolks 100ml/3½fl oz milk 120g/4oz breadcrumbs 2 x 450g/16oz beef tail fillets, on the bone  150g/5oz butter 300ml/10½fl oz reduced beef stock 100ml/3½fl oz red wine salt and freshly ground black pepper 150g/5oz rocket olive oil, for drizzling  ",7
596,"200g/8oz readymade shortcrust pastry 8 free-range eggs 320g/11oz caster sugar 4 large lemons, juice and rind 290ml/10fl oz/½ pint double cream icing sugar, for dusting single cream raspberries ",7
597,200ml/7fl oz water 200ml/7fl oz olive oil 55ml/2fl oz tarragon vinegar 1 sprig thyme 1 bay leaf 1 garlic clove ,7
598,"500g/1lb 2oz shortcrust pastry plain flour, for dusting 200g/7oz Cheshire cheese, grated 225ml/8fl oz double cream 2 free-range eggs, beaten 100g/3½oz cream cheese sea salt and black pepper 1 free-range egg yolk 1 tsp milk ",7
599,"250g/9oz mascarpone 100g/3½oz caster sugar pinch salt 150ml/5½ fl oz milk 225ml/8fl oz double cream ½ vanilla pod, seeds scraped 250g/9oz butter, softened 100g/3½oz caster sugar pinch of salt 250g/9oz plain flour, plus extra for dusting 190g/6¾oz bran flakes, blended to a powder 2 free-range eggs, beaten 225g/8oz butter 675g/1lb 8oz golden syrup  190g/6¾oz brioche crumbs 75ml/2½fl oz double cream ½ tsp salt 2 free-range eggs, beaten 1 large free-range egg yolk flaky sea salt, to finish ",7
600,"150ml/5fl oz Worcestershire sauce 4 plum tomatoes, halved lengthways, seeds and core removed 75g/3oz butter salt and freshly ground black pepper  12 rashers streaky bacon 8 field mushrooms, peeled and thickly sliced 300g/10oz cooked mashed potatoes, warm 75g/3oz plain flour 1 free-range egg yolk pinch ground mace 4 free range eggs 50ml/2fl oz sunflower oil ",7
601,"400g/14oz strong bread flour, plus extra for dusting 1½ tsp salt 40g/1½oz caster sugar 40g/1½oz butter, softened, plus extra for greasing 10g/¼oz fast-action dried yeast 120ml/4fl oz milk 50g/1¾oz sultanas 60g/2¼oz glacé cherries 1 tsp ground cinnamon 3 oranges, zest only 200g/7oz icing sugar butter, to taste ",7
602,"300g/10½oz new potatoes, halved or quartered, depending on the size 2 tbsp fresh dill, finely chopped 1 small bunch watercress 4 spring onions salt and freshly ground black pepper 2 Earl grey tea bags, leaves reserved, bags discarded 2 mackerel fillets 3 tbp olive oil 1 garlic clove, crushed 1 tbsp cider vinegar 1 tsp wholegrain mustard ",7
603,"800g/1lb 12oz strong white flour, plus extra for dusting 1 tbsp salt 15g sachet fast-acting yeast 400ml/14fl oz milk 60g/2¼oz unsalted butter, plus extra for greasing  2 free-range eggs 1 x 411g jar mincemeat 1 apple, cored and finely chopped 1 pear, cored and finely chopped 1 orange, finely grated zest only 75g/2½oz shelled pistachio nuts, chopped 100g/3½oz candied peel 1 tbsp ground cinnamon 25g/1oz unsalted butter, melted 3 tbsp apricot jam 200g/7oz icing sugar, sifted 1 orange, finely grated zest only 15 glacé cherries 40g/1½oz candied peel 25g/1oz pistachio nibs, chopped ",7
604,"55g/2oz fresh suet, finely chopped, or 85g/3oz shredded suet 175g/6oz plain flour, plus extra for dusting 1 tsp salt ½ tsp baking powder 1 tsp horseradish sauce (optional) 1 handful fresh parsley, chopped (optional) dash milk or water 2kg/4½lb beef brisket 3 onions, thickly sliced 3 carrots, thickly sliced 1 celery stick, cut into 2cm/1in pieces 350g/12oz potatoes, cut into chunks 1 bay leaf 6 sprigs fresh parsley water or beef stock, to cover the meat ",7
605,"40g/1½oz raisins  100ml/3½fl oz Down St Mary sparkling wine, or other sparkling wine  300g/10½oz  Capricorn goats' cheese, or other similar mild but mature goats' cheese that is not too soft 200g/7oz plain Greek yoghurt  200ml/7fl oz whipping or double cream 4 gelatine leaves, soaked in cold water for at least 10 minutes  60g/2½oz celery, finely chopped  60g/2½oz apple, finely chopped  salt and freshly ground white pepper 100g/3½oz plain goats' cheese log, cut into long lengths  100ml/3½fl oz walnut oil 75ml/3fl oz groundnut oil  50ml/2fl oz Champagne vinegar or white wine vinegar  salt and freshly ground black pepper 80g/3oz walnut halves milk 1 Cox's apple, peeled and sliced and cut into thin batons and placed in acidulated water to prevent browning mixed salad leaves, including wild rocket, chervil, red chard, frisée and oakleaf ",7
606,"675g/1½lb floury potatoes, peeled and cut into 2.5cm (1in) cubes 6 rashers smoked, streaky bacon, cooked until crisp 2 large dill cucumbers, diced 2 hard-boiled eggs, chopped 4 spring onions, chopped salt and freshly ground black pepper 1 tbsp lemon juice 1 tbsp chopped dill 1 tbsp snipped chives 1 tbsp mayonnaise 3 tbsp soured cream ",7
607,"350g/12¼oz sultanas 350g/12¼oz raisins or currants 150g/5¼oz dried figs, chopped 125g/4½oz candied peel 100g/3½oz dried apricots 75g/2½oz dark glacé cherries, halved 150ml/5fl oz brandy 100g/3½oz ginger in syrup, chopped, plus 2 tbsp of the syrup 2 apples or quinces, grated 2 oranges, juice and zest 6 eggs, beaten 250g/8¾oz shredded suet 350g/12¼oz soft muscovado sugar 250g/8¾oz fresh breadcrumbs 175g/6¼oz self-raising flour 1 tsp mixed spice 2 old sixpences or coins (optional) ",7
608,"1 tsp rapeseed oil 600g/1lb 5oz beef mince 2 onions, roughly chopped 3 garlic cloves, finely chopped 1½ tsp dried thyme 3 tbsp tomato purée 400ml/14fl oz beef stock, from a cube 3 tbsp Worcestershire sauce 400g/14oz carrots, peeled and finely chopped 1kg/2lb 4oz potatoes, peeled and roughly chopped 1 tbsp butter 100ml/3½fl oz semi-skimmed milk 1 x 415g tin baked beans 1 tsp sea salt freshly ground black pepper ",7
609,20g/¾oz loose leaf Earl Grey tea 1 x 750ml bottle gin 40ml/1½fl oz Earl Grey infused gin  30ml/1fl oz regular gin (not the infused gin) 30ml/1fl oz lemon juice 45ml/1½fl oz elderflower cordial 20ml/1fl oz sugar syrup 1 heaped tsp lime marmalade ,7
610,"500g /1lb 2oz pig’s liver, lungs and heart, diced 500g/1lb 2oz pork belly 2 onions, diced few fresh sage leaves, chopped few fresh thyme sprigs, leaves picked 2 garlic cloves, minced 6 fresh bay leaves  300g/10½oz caul fat  1 litre/1¾pints dark chicken stock ",7
611,"400ml/14fl oz whole milk 1 small onion, thickly sliced 2 bay leaves 500g/1lb 2oz thick white fish fillets, preferably cod, haddock or pollock, skinned 40g/1½oz butter 40g/1½oz plain flour 150g/5½oz frozen peas 200g/7oz large raw prawns, peeled sea salt and freshly ground black pepper 800g/1lb 12oz medium potatoes, peeled and cut into quarters 40g/1½oz butter, cubed 3 tbsp milk 100g/3½oz mature Cheddar cheese, grated ",7
612,"250g/9oz unsalted butter, plus extra for greasing 250g/9oz golden caster sugar 4 free-range eggs 1 tsp vanilla extract 250g/9oz self-raising flour  250g/9oz icing sugar 125g/4oz unsalted butter, softened 2 tsp hot water 1 tsp ground cinnamon 250g/9oz good raspberry jam icing sugar, for dusting ",7
613,"300g/10½oz plain flour 40g/1½oz cocoa powder 175g/6oz caster sugar 175g/6oz unsalted butter, cut into cubes 2 tbsp milk 250g/9oz good quality dark chocolate, chopped 6 free-range egg yolks 200g/7oz caster sugar 70g/2½oz cornflour 1 litre/1¾ pints milk 2 tbsp espresso coffee powder 5 free-range egg whites pinch salt ½ tsp lemon juice 3 tbsp granulated sugar 15g/½oz powdered egg white 175ml/6fl oz treacle 100g/3½oz caster sugar 100ml/3½fl oz water ",7
