,Ingredients,Cuisine
408,"['unsalted', 'butter', 'plain', 'flour', 'stout', 'strong', 'cheddar', 'grated', 'english', 'mustard', 'powder', 'worcestershire', 'sauce', 'thick', 'slice', 'sourdough', 'bread', 'salt', 'freshly', 'ground', 'black', 'pepper']",7
409,"['heather', 'honey', 'unsalted', 'butter', 'softened', 'plus', 'extra', 'greasing', 'caster', 'sugar', 'free', 'range', 'egg', 'self', 'raising', 'flour', 'baking', 'powder', 'custard', 'cream', 'serve']",7
410,"['plain', 'flour', 'plus', 'extra', 'dusting', 'pinch', 'salt', 'butter', 'cubed', 'free', 'range', 'egg', 'beaten', 'boneless', 'bacon', 'ham', 'joint', 'onion', 'sliced', 'garlic', 'clove', 'finely', 'butter', 'plus', 'extra', 'greasing', 'dry', 'cider', 'double', 'cream', 'wholegrain', 'mustard', 'brown', 'sugar', 'herb', 'choice', 'cornflour', 'salt', 'freshly', 'ground', 'black', 'pepper', 'potato', 'peeled', 'boiled', 'soft', 'thinly', 'sliced', 'cooking', 'apple', 'peeled', 'quartered', 'sliced']",7
411,"['pork', 'fillet', 'tenderloin', 'fresh', 'thyme', 'finely', 'fresh', 'rosemary', 'finely', 'fresh', 'oregano', 'finely', 'clove', 'garlic', 'finely', 'olive', 'oil', 'honey', 'butter', 'red', 'onion', 'finely', 'eating', 'apple', 'peeled', 'finely', 'puy', 'lentil', 'freshly', 'cooked', 'farmhouse', 'cider', 'honey', 'wholegrain', 'mustard', 'flatleaf', 'parsley', 'butter', 'creamy', 'well', 'seasoned', 'mashed', 'potato', 'serve']",7
412,"['ciabatta', 'roughly', 'torn', 'lemon', 'rind', 'grated', 'caper', 'rinsed', 'anchovy', 'onion', 'roughly', 'black', 'olive', 'pitted', 'roughly', 'bunch', 'parsley', 'bunch', 'basil', 'rack', 'lamb', 'bone', 'vegetable', 'oil', 'frying', 'dijon', 'mustard', 'sea', 'salt', 'freshly', 'ground', 'black', 'pepper', 'butternut', 'squash', 'garlic', 'clove', 'crushed', 'lemon', 'zest', 'juice', 'olive', 'oil', 'butter', 'melted', 'rest', 'chilled', 'sprig', 'fresh', 'thyme', 'leaf', 'course', 'grained', 'mustard', 'double', 'cream', 'sea', 'salt', 'freshly', 'ground', 'black', 'pepper']",7
413,"['brussels', 'sprout', 'trimmed', 'olive', 'oil', 'sprig', 'fresh', 'rosemary', 'sprig', 'fresh', 'thyme', 'garlic', 'clove', 'roughly']",7
414,"['strong', 'white', 'flour', 'sea', 'salt', 'flake', 'sachet', 'dried', 'yeast', 'warm', 'water', 'olive', 'oil', 'black', 'olive', 'tapenade', 'handful', 'finely', 'mixed', 'herb', 'flatleaf', 'parsley', 'chervil', 'basil', 'tarragon', 'chive', 'extra', 'virgin', 'olive', 'oil', 'sumac', 'mixed', 'heritage', 'tomato', 'halved', 'quartered', 'depending', 'size', 'red', 'onion', 'thinly', 'sliced', 'water', 'melon', 'peeled', 'cut', 'chunk', 'punnet', 'micro', 'red', 'basil', 'punnet', 'nasturtium', 'flower', 'punnet', 'nasturtium', 'leaf', 'head', 'yellow', 'chicory', 'cut', 'piece', 'olive', 'oil', 'balsamic', 'vinegar', 'handpicked', 'white', 'crab', 'meat', 'sea', 'salt', 'flake', 'freshly', 'ground', 'black', 'pepper']",7
415,"['strong', 'white', 'flour', 'caster', 'sugar', 'unsalted', 'butter', 'softened', 'free', 'range', 'egg', 'x', 'sachet', 'instant', 'yeast', 'salt', 'warm', 'milk', 'water', 'icing', 'sugar', 'cold', 'water', 'whipping', 'cream', 'strawberry', 'jam', 'icing', 'sugar', 'dusting']",7
416,"['lemon', 'zest', 'grated', 'lemon', 'juice', 'self', 'raising', 'flour', 'sifted', 'level', 'baking', 'powder', 'butter', 'room', 'temperature', 'caster', 'sugar', 'egg', 'juicy', 'lemon', 'grated', 'zest', 'juice', 'caster', 'sugar', 'egg', 'unsalted', 'butter', 'lemon', 'zest', 'sifted', 'icing', 'sugar', 'lemon', 'juice']",7
417,"['plain', 'flour', 'plus', 'extra', 'rolling', 'caster', 'sugar', 'pinch', 'salt', 'unsalted', 'butter', 'chilled', 'diced', 'cream', 'cheese', 'ground', 'almond', 'free', 'range', 'egg', 'yolk', 'ground', 'almond', 'unsalted', 'butter', 'softened', 'caster', 'sugar', 'free', 'range', 'egg', 'plain', 'flour', 'unwaxed', 'lemon', 'finely', 'grated', 'zest', 'vanilla', 'extract', 'pinch', 'salt', 'luxury', 'mincemeat', 'icing', 'sugar', 'lemon', 'juice', 'glac', 'cherry', 'washed', 'dried', 'halved']",7
418,"['milk', 'double', 'cream', 'vanilla', 'pod', 'split', 'caster', 'sugar', 'free', 'range', 'egg', 'yolk', 'fresh', 'breadcrumb', 'lemon', 'zest', 'raspberry', 'jam', 'free', 'range', 'egg', 'white', 'caster', 'sugar', 'icing', 'sugar', 'dusting']",7
419,"['unsalted', 'butter', 'softened', 'plus', 'extra', 'greasing', 'mould', 'self', 'raising', 'flour', 'plus', 'extra', 'dusting', 'mould', 'medjool', 'date', 'pitted', 'finely', 'vanilla', 'pod', 'seed', 'bicarbonate', 'soda', 'golden', 'caster', 'sugar', 'dark', 'muscovado', 'sugar', 'free', 'range', 'egg', 'beaten', 'ground', 'ginger', 'mixed', 'spice', 'pinch', 'ground', 'clove', 'unsalted', 'butter', 'soft', 'brown', 'sugar', 'double', 'cream', 'walnut', 'roughly']",7
420,"['sugar', 'water', 'vanilla', 'pod', 'seed', 'scraped', 'blueberry', 'strawberry', 'hull', 'removed', 'quartered', 'raspberry', 'orange', 'liqueur', 'slice', 'white', 'bread', 'crust', 'removed', 'sliced', 'half', 'finely', 'rose', 'flavoured', 'turkish', 'delight', 'icing', 'sugar', 'clotted', 'cream', 'finely', 'rose', 'flavoured', 'turkish', 'delight']",7
421,"['summer', 'fruit', 'strawberry', 'raspberry', 'blackberry', 'red', 'blackcurrants', 'pint', 'water', 'caster', 'sugar', 'slice', 'slightly', 'stale', 'thin', 'white', 'bread', 'crust', 'removed', 'selection', 'summer', 'fruit', 'strawberry', 'blueberry', 'raspberry', 'redcurrant', 'blackberry', 'fresh', 'mint', 'sprig', 'icing', 'sugar', 'dust']",7
422,"['plain', 'flour', 'pinch', 'salt', 'water', 'milk', 'free', 'range', 'egg', 'malt', 'vinegar', 'beef', 'dripping', 'substitute', 'vegetable', 'oil', 'cooked', 'top', 'quality', 'sausage', 'vegetable', 'oil', 'onion', 'sliced', 'sugar', 'tomato', 'pur', 'e', 'gravy', 'browning', 'soy', 'sauce', 'worcestershire', 'sauce', 'dark', 'ale', 'beer', 'beef', 'stock', 'cold', 'butter', 'cut', 'cube']",7
423,"['flour', 'free', 'range', 'egg', 'whole', 'milk', 'water', 'slice', 'bread', 'buttered', 'raspberry', 'jam', 'taste', 'icing', 'sugar', 'butter']",7
424,"['softened', 'butter', 'greasing', 'self', 'raising', 'flour', 'plus', 'extra', 'dusting', 'shredded', 'suet', 'caster', 'sugar', 'good', 'pinch', 'salt', 'semi', 'skimmed', 'milk', 'water', 'raspberry', 'strawberry', 'jam']",7
425,"['self', 'raising', 'flour', 'caster', 'sugar', 'shredded', 'suet', 'pint', 'water', 'strawberry', 'jam', 'whole', 'milk']",7
426,"['icing', 'sugar', 'plain', 'flour', 'cornflour', 'ground', 'almond', 'butter', 'extra', 'greasing', 'almond', 'essence', 'icing', 'sugar', 'dusting', 'raspberry', 'strawberry', 'jam']",7
427,"['strawberry', 'raspberry', 'jam', 'butter', 'softened', 'plus', 'extra', 'greasing', 'golden', 'syrup', 'caster', 'sugar', 'free', 'range', 'egg', 'lightly', 'beaten', 'self', 'raising', 'flour', 'strawberry', 'raspberry', 'jam']",7
428,"['butter', 'caster', 'sugar', 'cooking', 'apple', 'peeled', 'cored', 'smooth', 'apricot', 'jam', 'slice', 'white', 'bread', 'crust', 'removed', 'discarded', 'custard', 'serve']",7
429,"['plain', 'flour', 'salt', 'freshly', 'ground', 'black', 'pepper', 'free', 'range', 'egg', 'pint', 'milk', 'dripping']",7
430,"['butter', 'plus', 'extra', 'greasing', 'demerara', 'sugar', 'golden', 'syrup', 'free', 'range', 'egg', 'black', 'treacle', 'self', 'raising', 'flour', 'plus', 'extra', 'flouring', 'pitted', 'date', 'boiling', 'water', 'bicarbonate', 'soda', 'vanilla', 'extract', 'double', 'cream', 'butter', 'diced', 'dark', 'muscovado', 'sugar', 'black', 'treacle', 'golden', 'syrup', 'vanilla', 'ice', 'cream', 'serve']",7
431,"['unsalted', 'butter', 'onion', 'sliced', 'chicken', 'stock', 'jerusalem', 'artichoke', 'peeled', 'cut', 'piece', 'bouquet', 'garni', 'butter', 'drop', 'truffle', 'oil', 'fresh', 'chive', 'salt', 'freshly', 'ground', 'black', 'pepper']",7
432,"['caraway', 'seed', 'plain', 'flour', 'plus', 'extra', 'dusting', 'ground', 'aniseed', 'ground', 'mace', 'unsalted', 'butter', 'cubed', 'caster', 'sugar', 'unwaxed', 'lemon', 'finely', 'grated', 'zest', 'free', 'range', 'egg', 'lightly', 'beaten', 'free', 'range', 'egg', 'lightly', 'beaten', 'caster', 'sugar', 'sprinkling']",7
433,"['onion', 'finely', 'butter', 'basmati', 'rice', 'madras', 'curry', 'powder', 'freshly', 'grated', 'nutmeg', 'milk', 'double', 'cream', 'naturally', 'smoked', 'haddock', 'dyed', 'picked', 'bone', 'removed', 'flesh', 'cut', 'chunk', 'sea', 'salt', 'cracked', 'black', 'pepper', 'bunch', 'parsley', 'hard', 'boiled', 'egg', 'shelled', 'halved', 'good', 'pinch', 'cayenne', 'freshly', 'ground', 'nutmeg', 'optional', 'knob', 'butter', 'wedge', 'lemon']",7
434,"['self', 'raising', 'flour', 'butter', 'melted', 'plus', 'extra', 'butter', 'greasing', 'ground', 'ginger', 'light', 'soft', 'brown', 'sugar', 'free', 'range', 'egg', 'beaten', 'double', 'cream', 'cobnut', 'shell', 'removed', 'finely', 'butter', 'apple', 'peeled', 'core', 'removed', 'finely', 'caster', 'sugar', 'ground', 'cinnamon', 'double', 'cream', 'lightly', 'whipped', 'serve']",7
435,"['fresh', 'tinned', 'drained', 'weight', 'frozen', 'fruit', 'apple', 'pear', 'ripe', 'peach', 'plum', 'peeled', 'core', 'removed', 'berry', 'blackberry', 'raspberry', 'cherry', 'blueberry', 'mixture', 'orange', 'juice', 'soft', 'brown', 'sugar', 'self', 'raising', 'flour', 'white', 'wholemeal', 'unsalted', 'butter', 'softened', 'porridge', 'oat', 'soft', 'brown', 'sugar', 'ground', 'cinnamon', 'mixed', 'spice', 'yoghurt', 'natural', 'flavoured']",7
436,"['smoked', 'undyed', 'kipper', 'preferably', 'whitby', 'isle', 'man', 'scottish', 'boiling', 'water', 'butter', 'onion', 'finely', 'hot', 'curry', 'powder', 'basmati', 'rice', 'double', 'cream', 'lemon', 'juice', 'salt', 'freshly', 'ground', 'black', 'pepper', 'egg', 'hard', 'boiled', 'peeled', 'roughly', 'roughly', 'fresh', 'flatleaf', 'parsley']",7
437,"['lamb', 'shank', 'salt', 'freshly', 'ground', 'black', 'pepper', 'olive', 'oil', 'onion', 'peeled', 'roughly', 'carrot', 'peeled', 'roughly', 'swede', 'turnip', 'peeled', 'cut', 'chunk', 'clove', 'garlic', 'peeled', 'roughly', 'finely', 'fresh', 'rosemary', 'bay', 'leaf', 'sprig', 'fresh', 'thyme', 'finely', 'tomato', 'pur', 'e', 'pearl', 'barley', 'litre', 'pint', 'chicken', 'stock', 'mint', 'jelly', 'roughly', 'fresh', 'flatleaf', 'parsley']",7
438,"['pot', 'barley', 'onion', 'celery', 'stalk', 'parsnip', 'carrot', 'potato', 'thick', 'neck', 'lamb', 'chop', 'sprig', 'thyme', 'bay', 'leaf', 'tin', 'corned', 'beef', 'cut', 'thick', 'chunk', 'white', 'pepper', 'water', 'stock', 'cover', 'handful', 'parsley', 'salt', 'freshly', 'ground', 'black', 'pepper']",7
439,"['unsalted', 'butter', 'vegetable', 'oil', 'frying', 'banana', 'shallot', 'sliced', 'garlic', 'clove', 'sliced', 'plain', 'flour', 'finely', 'fresh', 'rosemary', 'lamb', 'shoulder', 'trimmed', 'cut', 'bite', 'size', 'piece', 'lamb', 'kidney', 'halved', 'tough', 'white', 'core', 'removed', 'cut', 'bite', 'size', 'piece', 'red', 'wine', 'rich', 'beef', 'stock', 'salt', 'freshly', 'ground', 'black', 'pepper', 'butter', 'greasing', 'self', 'raising', 'flour', 'suet', 'baking', 'powder', 'finely', 'fresh', 'rosemary']",7
440,"['banana', 'shallot', 'finely', 'lamb', 'trim', 'garlic', 'clove', 'tomato', 'quartered', 'dry', 'white', 'wine', 'thyme', 'spring', 'litre', 'pint', 'lamb', 'stock', 'knob', 'butter', 'rosemary', 'sprig', 'caper', 'pitted', 'black', 'olive', 'finely', 'lemon', 'zest', 'peeled', 'thinly', 'sliced', 'mint', 'leaf', 'thinly', 'sliced', 'olive', 'oil', 'lamb', 'cutlet', 'french', 'trimmed', 'salt', 'ground', 'white', 'pepper', 'frozen', 'petit', 'poi', 'pea', 'banana', 'shallot', 'finely', 'pinch', 'mild', 'curry', 'powder', 'pinch', 'ground', 'ginger', 'olive', 'oil', 'icing', 'sugar', 'finely', 'marjoram', 'fresh', 'podded', 'pea', 'fresh', 'podded', 'broad', 'bean', 'broad', 'bean', 'flower', 'white', 'leek', 'flower', 'pea', 'shoot']",7
441,"['oil', 'x', 'lamb', 'fore', 'shank', 'onion', 'sliced', 'garlic', 'clove', 'crushed', 'rounded', 'plain', 'flour', 'red', 'wine', 'chicken', 'stock', 'redcurrant', 'jelly', 'rosemary', 'leaf', 'baby', 'carrot', 'cut', 'half', 'lengthways', 'parsnip', 'cut', 'baton', 'baby', 'turnip', 'cut', 'half', 'lengthways', 'knob', 'butter', 'salt', 'freshly', 'ground', 'black', 'pepper', 'parsley', 'garnish']",7
442,"['lamb', 'neck', 'fillet', 'cut', 'piece', 'sea', 'salt', 'freshly', 'ground', 'black', 'pepper', 'vegetable', 'oil', 'butter', 'lamb', 'kidney', 'trimmed', 'skinned', 'onion', 'thickly', 'sliced', 'sprig', 'fresh', 'rosemary', 'leaf', 'garlic', 'clove', 'roughly', 'plain', 'flour', 'red', 'wine', 'beef', 'stock', 'worcestershire', 'sauce', 'bay', 'leaf', 'sprig', 'fresh', 'thyme', 'floury', 'potato', 'peeled', 'cut', 'mm', 'thick', 'slice', 'unsalted', 'butter', 'melted', 'cauliflower', 'cut', 'floret', 'butter', 'plus', 'extra', 'greasing', 'plain', 'flour', 'milk', 'free', 'range', 'egg', 'yolk', 'english', 'mustard', 'lincolnshire', 'poacher', 'strong', 'cheddar', 'cheese', 'grated']",7
443,"['plain', 'flour', 'flaked', 'sea', 'salt', 'plus', 'extra', 'taste', 'freshly', 'ground', 'black', 'pepper', 'taste', 'lamb', 'neck', 'fillet', 'preferably', 'gloucestershire', 'excess', 'fat', 'trimmed', 'cut', 'bite', 'sized', 'piece', 'rapeseed', 'oil', 'onion', 'peeled', 'halved', 'sliced', 'freshly', 'grated', 'nutmeg', 'ground', 'allspice', 'sprig', 'fresh', 'rosemary', 'leaf', 'finely', 'fresh', 'chicken', 'lamb', 'stock', 'cold', 'water', 'bramley', 'apple', 'peeled', 'quartered', 'core', 'removed', 'sliced', 'crisp', 'eating', 'apple', 'cox', 'peeled', 'quartered', 'core', 'removed', 'sliced', 'fresh', 'sage', 'leaf', 'finely', 'sliced', 'plain', 'flour', 'plus', 'extra', 'dusting', 'good', 'pinch', 'salt', 'cold', 'lard', 'cut', 'piece', 'cold', 'butter', 'cut', 'piece', 'free', 'range', 'egg', 'cold', 'water', 'mashed', 'potato', 'seasonal', 'vegetable']",7
444,"['lamb', 'shank', 'rapeseed', 'oil', 'onion', 'roughly', 'garlic', 'clove', 'crushed', 'plain', 'flour', 'plus', 'extra', 'dusting', 'white', 'wine', 'pint', 'chicken', 'stock', 'potato', 'peeled', 'cut', 'piece', 'carrot', 'cut', 'piece', 'celery', 'stalk', 'cut', 'piece', 'bay', 'leaf', 'sprig', 'fresh', 'rosemary', 'sprig', 'fresh', 'thyme', 'x', 'tin', 'haricot', 'bean', 'drained', 'free', 'range', 'egg', 'free', 'range', 'egg', 'yolk', 'lightly', 'beaten', 'ready', 'made', 'puff', 'pastry', 'pea', 'salt', 'freshly', 'ground', 'black', 'pepper']",7
445,"['x', 'lamb', 'shank', 'freshly', 'ground', 'black', 'pepper', 'olive', 'oil', 'onion', 'roughly', 'clove', 'garlic', 'sliced', 'anchovy', 'fillet', 'sprig', 'rosemary', 'bay', 'leaf', 'chicken', 'beef', 'stock', 'red', 'wine', 'handful', 'fresh', 'parsley']",7
446,"['vegetable', 'oil', 'unsalted', 'butter', 'lamb', 'neck', 'cut', 'cube', 'bacon', 'lardons', 'preferably', 'oak', 'smoked', 'bunch', 'spring', 'onion', 'white', 'green', 'part', 'garlic', 'clove', 'fresh', 'sage', 'leaf', 'shop', 'prepared', 'butternut', 'squash', 'sweet', 'potato', 'mix', 'sun', 'dried', 'tomato', 'plain', 'flour', 'dried', 'porcini', 'mushroom', 'plum', 'cherry', 'jam', 'bay', 'leaf', 'shake', 'worcestershire', 'sauce', 'port', 'beef', 'stock', 'english', 'mustard', 'powder', 'freshly', 'flatleaf', 'parsley', 'serve', 'salt', 'black', 'pepper', 'self', 'raising', 'flour', 'shredded', 'beef', 'vegetable', 'suet', 'handful', 'fresh', 'thyme', 'leaf', 'free', 'range', 'egg']",7
447,"['lamb', 'neck', 'fillet', 'cut', 'cube', 'salt', 'freshly', 'ground', 'black', 'pepper', 'plain', 'flour', 'olive', 'oil', 'butter', 'baby', 'onion', 'peeled', 'carrot', 'cut', 'dice', 'swede', 'cut', 'dice', 'white', 'wine', 'sprig', 'rosemary', 'bay', 'leaf', 'litre', 'pint', 'lamb', 'stock', 'flatleaf', 'parsley', 'roughly', 'plain', 'flour', 'suet', 'baking', 'powder', 'pinch', 'salt', 'rosemary', 'finely', 'lamb', 'stock']",7
448,"['boned', 'shoulder', 'lamb', 'cut', 'cube', 'plain', 'white', 'flour', 'seasoned', 'olive', 'oil', 'butter', 'tomato', 'puree', 'pint', 'red', 'wine', 'pint', 'chicken', 'beef', 'stock', 'leaf', 'sprig', 'fresh', 'rosemary', 'finely', 'garlic', 'clove', 'crushed', 'carrot', 'cut', 'dice', 'onion', 'cut', 'dice', 'celery', 'stick', 'cut', 'dice', 'salt', 'freshly', 'ground', 'black', 'pepper', 'mari', 'piper', 'potato', 'fruity', 'olive', 'oil', 'plus', 'extra', 'greasing', 'roughly', 'fresh', 'rosemary', 'roughly', 'fresh', 'thyme', 'salt', 'freshly', 'ground', 'black', 'pepper', 'butter', 'red', 'cabbage', 'cored', 'thinly', 'sliced', 'redcurrant', 'jelly', 'red', 'wine', 'vinegar', 'sherry', 'vinegar', 'orange', 'finely', 'grated', 'zest', 'juice', 'ruby', 'port', 'salt', 'freshly', 'ground', 'black', 'pepper', 'raisin']",7
449,"['olive', 'oil', 'neck', 'lamb', 'bite', 'sized', 'piece', 'lamb', 'kidney', 'cleaned', 'trimmed', 'cut', 'quarter', 'onion', 'peeled', 'sliced', 'salt', 'plain', 'flour', 'lamb', 'stock', 'sprig', 'fresh', 'thyme', 'fresh', 'bay', 'leaf', 'worcestershire', 'sauce', 'butter', 'cut', 'cube', 'plus', 'extra', 'greasing', 'x', 'black', 'pudding', 'ring', 'outer', 'casing', 'removed', 'thickly', 'sliced', 'potato', 'peeled', 'sliced', 'salt', 'freshly', 'ground', 'black', 'pepper']",7
450,"['red', 'onion', 'carrot', 'turnip', 'best', 'end', 'neck', 'lamb', 'chop', 'cubed', 'leg', 'lamb', 'bay', 'leaf', 'salt', 'freshly', 'ground', 'black', 'pepper', 'x', 'thick', 'slice', 'black', 'pudding', 'potato', 'sliced', 'mm', 'thick', 'slice', 'pint', 'hot', 'lamb', 'stock', 'butter', 'melted']",7
451,"['strong', 'white', 'flour', 'salt', 'x', 'sachet', 'instant', 'yeast', 'lard', 'water', 'butter', 'mixed', 'dried', 'fruit', 'including', 'mixed', 'peel', 'soft', 'brown', 'sugar', 'extra', 'flour', 'dusting']",7
452,"['strong', 'white', 'flour', 'salt', 'fast', 'action', 'yeast', 'butter', 'cubed', 'plus', 'extra', 'greasing', 'lard', 'cubed', 'soft', 'dark', 'brown', 'sugar', 'mixed', 'dried', 'fruit']",7
453,"['milk', 'unsalted', 'butter', 'cubed', 'plus', 'extra', 'greasing', 'tin', 'strong', 'bread', 'flour', 'salt', 'caster', 'sugar', 'plus', 'extra', 'dusting', 'tin', 'dried', 'yeast', 'free', 'range', 'egg', 'caster', 'sugar', 'plus', 'extra', 'sprinkling', 'cake', 'baking', 'lard', 'cubed', 'ground', 'cinnamon', 'taste', 'mixed', 'dried', 'fruit', 'currant', 'raisin', 'sultana', 'soaked', 'little', 'water']",7
454,"['mixed', 'dried', 'fruit', 'fig', 'apricot', 'sour', 'cherry', 'raisin', 'date', 'cranberry', 'sultana', 'brandy', 'whisky', 'orange', 'grated', 'zest', 'juice', 'butter', 'softened', 'plus', 'extra', 'melted', 'greasing', 'dark', 'brown', 'sugar', 'free', 'range', 'egg', 'beaten', 'self', 'raising', 'flour', 'fresh', 'breadcrumb', 'nut', 'almond', 'hazelnut', 'pecan', 'freshly', 'grated', 'nutmeg', 'heaped', 'cinnamon', 'brandy', 'flaming', 'fresh', 'cherry', 'custard', 'thick', 'cream', 'ice', 'cream']",7
455,"['unsalted', 'butter', 'caster', 'sugar', 'plain', 'flour', 'plus', 'extra', 'dusting', 'ground', 'rice', 'pinch', 'salt', 'dried', 'lavender', 'ground', 'ensure', 'ha', 'produced', 'specifically', 'eating', 'lady', 'grey', 'teabags', 'leaf', 'tea', 'leaf', 'ground']",7
456,"['laverbread', 'rolled', 'oat', 'olive', 'oil', 'thin', 'rasher', 'streaky', 'bacon']",7
457,"['plain', 'flour', 'plus', 'extra', 'dusting', 'salt', 'icing', 'sugar', 'free', 'range', 'egg', 'beaten', 'water', 'butter', 'lard', 'butter', 'leek', 'thinly', 'sliced', 'fresh', 'thyme', 'sprig', 'leaf', 'boneless', 'leg', 'lamb', 'cut', 'chunk', 'fresh', 'flatleaf', 'parsley', 'fresh', 'mint', 'salt', 'freshly', 'ground', 'black', 'pepper', 'free', 'range', 'egg', 'beaten', 'new', 'potato', 'cooked', 'chantenay', 'carrot', 'cooked']",7
458,"['vegetable', 'oil', 'onion', 'sliced', 'potato', 'cubed', 'leek', 'sliced', 'litre', 'pint', 'vegetable', 'stock', 'double', 'cream', 'cr', 'fra', 'che', 'salt', 'freshly', 'ground', 'black', 'pepper']",7
459,"['carrot', 'grated', 'onion', 'grated', 'stick', 'celery', 'grated', 'garlic', 'clove', 'roughly', 'salt', 'pepper', 'stalk', 'bunch', 'parsley', 'olive', 'oil', 'onion', 'finely', 'floury', 'potato', 'peeled', 'cube', 'celeriac', 'peeled', 'sprig', 'thyme', 'leaf', 'leek', 'finely', 'sliced', 'sea', 'salt', 'freshly', 'ground', 'black', 'pepper', 'bunch', 'chive', 'finely']",7
460,"['leek', 'trimmed', 'washed', 'cut', 'half', 'salt', 'pepper', 'butter', 'plain', 'flour', 'pint', 'milk', 'cheddar', 'cheese', 'grated', 'parmesan', 'similar', 'vegetarian', 'hard', 'cheese', 'grated', 'wholegrain', 'mustard', 'dijon', 'mustard', 'english', 'mustard', 'fresh', 'white', 'breadcurmbs', 'grated', 'cheddar', 'cheese']",7
461,"['stoned', 'date', 'bicarbonate', 'soda', 'unsalted', 'butter', 'softened', 'soft', 'dark', 'brown', 'sugar', 'free', 'range', 'egg', 'beaten', 'self', 'raising', 'flour', 'baking', 'powder', 'fudge', 'piece', 'macadamia', 'nut', 'coarsely', 'ice', 'cream', 'cream', 'serve', 'unsalted', 'butter', 'cut', 'chunk', 'soft', 'dark', 'brown', 'sugar', 'double', 'cream']",7
462,"['butter', 'cooked', 'artichoke', 'heart', 'available', 'jar', 'delicatessen', 'cut', 'half', 'drained', 'patted', 'dry', 'kitchen', 'paper', 'bacon', 'lardons', 'optional', 'garlic', 'clove', 'peeled', 'crushed', 'slightly', 'edge', 'knife', 'plain', 'flour', 'pint', 'milk', 'wholegrain', 'mustard', 'pinch', 'ground', 'nutmeg', 'strong', 'hard', 'cheese', 'grated', 'salt', 'freshly', 'ground', 'black', 'pepper', 'macaroni', 'cooked', 'according', 'packet', 'instruction', 'al', 'dente', 'add', 'dash', 'oil', 'cooking', 'water', 'prevent', 'macaroni', 'sticking', 'together', 'drained', 'ripe', 'tomato', 'thinly', 'sliced', 'serrated', 'knife', 'parmesan', 'finely', 'grated', 'pinch', 'dried', 'mixed', 'herb', 'oregano', 'thyme', 'rosemary', 'salt', 'freshly', 'ground', 'black', 'pepper', 'drizzle', 'extra', 'virgin', 'olive', 'oil']",7
463,"['handful', 'strawberry', 'scottish', 'possible', 'handful', 'raspberry', 'scottish', 'possible', 'handful', 'tayberries', 'scottish', 'possible', 'punnet', 'redcurrants', 'scottish', 'possible', 'punnet', 'white', 'currant', 'scottish', 'possible', 'good', 'dousing', 'cointreau', 'caster', 'sugar', 'cold', 'water', 'fresh', 'orange', 'juice', 'mascarpone', 'cheese', 'sprig', 'mint', 'dusting', 'icing', 'sugar']",7
464,"['cucumber', 'peeled', 'thinly', 'sliced', 'mandoline', 'salt', 'grated', 'fresh', 'horseradish', 'heaped', 'cr', 'fra', 'che', 'english', 'mustard', 'powder', 'fresh', 'mackerel', 'fillet', 'salt', 'freshly', 'ground', 'black', 'pepper', 'knob', 'butter', 'slice', 'soda', 'bread', 'toasted', 'buttered', 'red', 'onion', 'thinly', 'sliced', 'lemon']",7
465,"['raspberry', 'jam', 'madeira', 'cake', 'sliced', 'fresh', 'raspberry', 'madeira', 'wine', 'pint', 'milk', 'vanilla', 'pod', 'split', 'caster', 'sugar', 'egg', 'yolk', 'orange', 'zest', 'double', 'cream', 'toasted', 'flaked', 'almond']",7
466,"['puff', 'pastry', 'butter', 'softened', 'caster', 'sugar', 'free', 'range', 'egg', 'beaten', 'plain', 'flour', 'ground', 'almond', 'grated', 'nutmeg', 'ground', 'mace', 'lemon', 'zest', 'curd', 'cheese']",7
467,"['pitted', 'date', 'roughly', 'bicarbonate', 'soda', 'boiling', 'water', 'butter', 'plus', 'extra', 'greasing', 'light', 'soft', 'brown', 'sugar', 'dark', 'muscovado', 'sugar', 'free', 'range', 'egg', 'self', 'raising', 'flour', 'butter', 'light', 'soft', 'brown', 'sugar', 'dark', 'muscovado', 'sugar', 'double', 'whipping', 'cream', 'pinch', 'salt']",7
468,"['free', 'range', 'egg', 'flour', 'pint', 'milk', 'beef', 'dripping', 'salt']",7
469,"['brown', 'sugar', 'malt', 'extract', 'black', 'treacle', 'butter', 'plus', 'extra', 'greasing', 'strong', 'white', 'bread', 'flour', 'plus', 'extra', 'flouring', 'strong', 'wholemeal', 'flour', 'pinch', 'salt', 'fast', 'action', 'yeast', 'sultana', 'warm', 'water', 'warm', 'honey', 'glaze']",7
470,"['butter', 'plus', 'extra', 'greasing', 'malt', 'loaf', 'thinly', 'sliced', 'course', 'cut', 'marmalade', 'sultana', 'full', 'fat', 'milk', 'double', 'cream', 'free', 'range', 'egg', 'caster', 'sugar', 'ground', 'cinnamon', 'demerara', 'sugar', 'cr', 'fra', 'che', 'orange', 'zest']",7
471,"['butter', 'cooking', 'apple', 'peeled', 'core', 'removed', 'sliced', 'granulated', 'sugar', 'lemon', 'zest', 'butter', 'cornflour', 'pint', 'milk', 'granulated', 'sugar', 'free', 'range', 'egg', 'beaten', 'demerara', 'sugar', 'ground', 'cinnamon']",7
